FIPS,Place,Name,qName,MS.MIL.XPND.ZS,MS.MIL.XPRT.KD,NE.CON.GOVT.CD,NE.CON.GOVT.CN,NE.CON.GOVT.KD,NE.CON.GOVT.KD.ZG,NE.CON.GOVT.KN,NE.CON.GOVT.ZS,NE.CON.PETC.CD
UMCTUR,Turkey,Turkey,"Turkey, Upper-middle-income economies",6.11386858733904,290000000,119265846877.26,324403998000,144683913532.851,4.07691190649653,200706463000,13.8780681457282,519083453630.183
UMCTUV,Tuvalu,Tuvalu,"Tuvalu, Upper-middle-income economies",,,,,,,,,
UMCVCT,St. Vincent and the Grenadines,St. Vincent and the Grenadines,"St. Vincent and the Grenadines, Upper-middle-income economies",,,163803703.703704,442270000,,,,22.2051450747525,579775962.962963
UMCZAF,South Africa,South Africa,"South Africa, Upper-middle-income economies",3.06524826116186,61000000,64948310591.0384,828669000000,84573976943.6704,0.45719662862102,619183000000,20.4621805890178,190185831066.942
URY,Uruguay,Uruguay,Uruguay,8.4039410486602,,7370931508.30302,201428393700,6146355770.16472,2.15021905620904,70989568700,13.8358099968444,35603930267.7898
UZB,Uzbekistan,Uzbekistan,Uzbekistan,,34000000,10570801054.5212,27145711400000,,,,15.8,41476406734.8393
VCT,St. Vincent and the Grenadines,St. Vincent and the Grenadines,St. Vincent and the Grenadines,,,163803703.703704,442270000,,,,22.2051450747525,579775962.962963
VIR,Virgin Islands (U.S.),Virgin Islands (U.S.),Virgin Islands (U.S.),,,,,,,,,
VNM,Vietnam,Vietnam,Vietnam,,,12238468667.0522,265545000000000,9792661888.3971,6.96011388890159,182270000000000,6.3332635321649,125991113568.201
VUT,Vanuatu,Vanuatu,Vanuatu,,,,,,,,,
WLD,World,World,World,8.14368313427038,,12206509895504.8,,12400370805148.1,2.20852234918536,,17.0734910709807,42610029812354.8
WSM,Samoa,Samoa,Samoa,,,,,,,,,
XKX,Kosovo,Kosovo,Kosovo,,,991349672.840191,893900000,921010250.693943,-6.4914249078378,583400000,15.3924303474877,5554951757.79084
ZAF,South Africa,South Africa,South Africa,3.06524826116186,61000000,64948310591.0384,828669000000,84573976943.6704,0.45719662862102,619183000000,20.4621805890178,190185831066.942
ZMB,Zambia,Zambia,Zambia,,,3126743340.98538,27104800000,,,,14.7805853493081,11098457669.5468
ZWE,Zimbabwe,Zimbabwe,Zimbabwe,,,3768540600,3768540600,4370032331.62129,13.0742684923321,3442530500,23.4473086942032,12952887200
